"Categoria Tariffa","Tipo BP","Stato Utenza","Stato Utenza IS-U","Conto Co.Ge.","Fatturato emesso","Totale Inevaso","Credito NON Scaduto","Credito Scaduto","Aging credito scaduto:30gg","Aging credito scaduto:60gg","Aging credito scaduto:90gg","Aging credito scaduto:120gg","Aging credito scaduto:150gg","Aging credito scaduto:180gg","Aging credito scaduto:360gg","Aging credito scaduto:720gg","Aging credito scaduto:over 720gg","codice_BP"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Dep cauz ISU","54.97 EUR","","","","","","","","","","","","","1000001848"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","-14,936.56 EUR","14.37 EUR","","14.37 EUR","","","","","","","14.37 EUR","","","1000001237"
"Domestiche Residenti","Privato","Cessato","ATTIVA","Crediti v utenti isu","-786.53 EUR","1,207.28 EUR","144.09 EUR","1,063.19 EUR","-116.26 EUR","34.14 EUR","-20.06 EUR","0.00 EUR","-342.32 EUR","922.44 EUR","585.25 EUR","","","1000001112"
"Domestiche Residenti","Privato","Cessato","CESSATA","Crediti v utenti isu","-767.22 EUR","81.57 EUR","","81.57 EUR","","","","","81.57 EUR","","","","","1000001680"
"Domestiche Residenti","Cliente a trattamento Speciale","Attivo","ATTIVA","Cr v/C.nti ut roma c","1,245.77 EUR","295.11 EUR","","295.11 EUR","295.11 EUR","","0.00 EUR","","","","0.00 EUR","","","1000003292"
"Domestiche Residenti","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","393,371.29 EUR","90,367.65 EUR","33,607.38 EUR","56,760.27 EUR","27,213.92 EUR","10,615.20 EUR","4,382.70 EUR","4,404.80 EUR","4,166.20 EUR","8,429.88 EUR","-2,452.43 EUR","","","1000002417"
"Domestiche Residenti","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","16,501.07 EUR","5,745.54 EUR","421.01 EUR","5,324.53 EUR","1,135.03 EUR","1,535.55 EUR","64.96 EUR","609.17 EUR","505.82 EUR","1,141.27 EUR","332.73 EUR","","","1000002867"
"Domestiche Residenti","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","608.23 EUR","21.98 EUR","","21.98 EUR","","0.00 EUR","","21.98 EUR","0.00 EUR","0.00 EUR","0.00 EUR","","","1000002257"
"Domestiche Residenti","Organizzazione","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","28,059.40 EUR","17,525.25 EUR","2,777.40 EUR","14,747.85 EUR","-12.53 EUR","12,464.91 EUR","0.00 EUR","-1,115.28 EUR","3,468.11 EUR","158.41 EUR","-215.77 EUR","","","1000003065"
"Domestiche Residenti","Organizzazione","Cessato","ATTIVA","Crv/Comuni p/ut isu","219.74 EUR","","","","","","","","","","","","","1000002362"
"Domestiche Residenti","Organizzazione","Cessato","CESSATA","Crediti v utenti isu","71.07 EUR","71.07 EUR","-1.88 EUR","72.95 EUR","","","","","","-101.14 EUR","174.09 EUR","","","1000002220"
"Domestiche Residenti","Organizzazione","Cessato","CESSATA","Crv/Comuni p/ut isu","0.33 EUR","0.33 EUR","","0.33 EUR","","0.33 EUR","","","","","","","","1000002842"
"Domestiche Residenti","Correlate / Collegate","Attivo","ATTIVA","Crediti v utenti isu","33.98 EUR","33.98 EUR","","33.98 EUR","","","","","","","33.98 EUR","","","1000003122"
"Domestiche Residenti","Correlate / Collegate","Attivo","ATTIVA","Cred.v/cor.te roma","87.28 EUR","87.28 EUR","42.18 EUR","45.10 EUR","45.10 EUR","0.00 EUR","","","0.00 EUR","0.00 EUR","","","","1000003008"
"Domestiche Residenti","Correlate / Collegate","Attivo","ATTIVA","Dep cauz ISU","54.56 EUR","54.56 EUR","","54.56 EUR","","","","","27.28 EUR","","27.28 EUR","","","1000002711"
"Domestiche Residenti","Privato","Attivo","ATTIVA","Crediti v utenti isu","42,301,663.81 EUR","17,118,520.39 EUR","7,641,093.00 EUR","9,477,427.39 EUR","1,816,503.45 EUR","1,157,457.77 EUR","1,236,427.16 EUR","621,617.15 EUR","885,957.73 EUR","978,239.20 EUR","2,781,108.93 EUR","116.00 EUR","0.00 EUR","1000002015"
"Domestiche Residenti","Privato","Attivo","ATTIVA","Cred.v/cor.te caltag","301.43 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","","","1000001729"
"Domestiche Residenti","Privato","Attivo","ATTIVA","Dep cauz ISU","1,162,824.65 EUR","274,432.00 EUR","93,894.33 EUR","180,537.67 EUR","44,450.06 EUR","18,854.47 EUR","31,131.99 EUR","11,855.09 EUR","14,359.02 EUR","15,450.30 EUR","44,436.74 EUR","","","1000001135"
"Domestiche Residenti","Privato","Attivo","ATTIVA","Deb v utenti p/dop p","546.46 EUR","","","","","","","","","","","","","1000001754"
"Domestiche Residenti","Privato","Attivo","CESSATA","Crediti v utenti isu","-23,047.52 EUR","14,747.27 EUR","4,752.01 EUR","9,995.26 EUR","691.49 EUR","4,702.29 EUR","-1,996.79 EUR","-1,117.46 EUR","6,063.91 EUR","127.88 EUR","1,523.94 EUR","","","1000001216"
"Domestiche Residenti","Privato","Attivo","CESSATA","Dep cauz ISU","3,543.45 EUR","86.60 EUR","32.35 EUR","54.25 EUR","","","","","54.25 EUR","","","","","1000000918"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","1,131,529.63 EUR","418,322.85 EUR","23,899.14 EUR","394,423.71 EUR","21,834.38 EUR","30,501.49 EUR","20,603.90 EUR","20,404.42 EUR","46,939.04 EUR","36,687.88 EUR","217,452.60 EUR","0.00 EUR","","1000000885"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Dep cauz ISU","32,042.19 EUR","412.36 EUR","152.38 EUR","259.98 EUR","13.64 EUR","24.01 EUR","27.28 EUR","60.16 EUR","54.58 EUR","19.26 EUR","61.05 EUR","","","1000001015"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","570,190.69 EUR","740,578.31 EUR","256,079.59 EUR","484,498.72 EUR","74,726.51 EUR","56,209.69 EUR","20,604.67 EUR","20,137.66 EUR","91,618.52 EUR","331,146.30 EUR","-109,944.63 EUR","","","1000000952"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","CESSATA","Dep cauz ISU","17,855.87 EUR","13.75 EUR","","13.75 EUR","13.75 EUR","0.00 EUR","","","0.00 EUR","","0.00 EUR","","","1000001974"
"Domestiche Residenti","Privato","Cessato","ATTIVA","Crediti v utenti isu","198,551.96 EUR","92,213.12 EUR","21,346.73 EUR","70,866.39 EUR","4,689.46 EUR","4,939.03 EUR","6,542.01 EUR","6,408.43 EUR","4,165.87 EUR","7,431.78 EUR","36,689.81 EUR","","","1000000921"
"Domestiche Residenti","Privato","Cessato","ATTIVA","Dep cauz ISU","7,697.41 EUR","2,437.69 EUR","188.72 EUR","2,248.97 EUR","160.74 EUR","151.33 EUR","165.02 EUR","95.70 EUR","82.05 EUR","109.41 EUR","1,484.72 EUR","","","1000001295"
"Domestiche Residenti","Privato","Cessato","CESSATA","Crediti v utenti isu","-28,517.77 EUR","36,735.82 EUR","8,074.84 EUR","28,660.98 EUR","-2,669.83 EUR","966.17 EUR","-10,532.62 EUR","7,446.51 EUR","22,909.38 EUR","-7,698.86 EUR","18,240.23 EUR","","","1000001534"
"Domestiche Residenti","Privato","Cessato","CESSATA","Dep cauz ISU","1,640.45 EUR","1,063.68 EUR","76.29 EUR","987.39 EUR","27.38 EUR","95.58 EUR","","","92.43 EUR","","772.00 EUR","","","1000001368"
"Domestiche Residenti","Gruppo","Attivo","ATTIVA","Cr autocons isu","0.00 EUR","0.00 EUR","","0.00 EUR","","","","","","0.00 EUR","","","","1000002852"
"Domestiche Residenti","Gruppo","Attivo","ATTIVA","Cred.v/cor.te ACEA","1,008.02 EUR","173.67 EUR","177.80 EUR","-4.13 EUR","-4.13 EUR","","0.00 EUR","","0.00 EUR","0.00 EUR","0.00 EUR","","","1000002902"
"Domestiche Residenti","Gruppo","Attivo","ATTIVA","Cr v/cont.nte isu ut","13,717.47 EUR","2,298.55 EUR","2,298.55 EUR","0.00 EUR","","0.00 EUR","","0.00 EUR","","0.00 EUR","0.00 EUR","","","1000002688"
"Domestiche Residenti","Gruppo","Cessato","ATTIVA","Cr autocons isu","0.00 EUR","0.00 EUR","","0.00 EUR","","","","","","0.00 EUR","","","","1000002803"
"Domestiche Non Residenti","Privato","Attivo","ATTIVA","Crediti v utenti isu","728,677.28 EUR","124,950.59 EUR","39,214.14 EUR","85,736.45 EUR","21,495.58 EUR","3,889.84 EUR","10,689.31 EUR","13,300.17 EUR","1,687.39 EUR","9,552.25 EUR","25,121.91 EUR","","","1000001852"
"Domestiche Non Residenti","Privato","Attivo","ATTIVA","Dep cauz ISU","69.57 EUR","0.00 EUR","","0.00 EUR","0.00 EUR","","0.00 EUR","","","","0.00 EUR","","","1000001666"
"Domestiche Non Residenti","Privato","Attivo","CESSATA","Crediti v utenti isu","101.97 EUR","-14.58 EUR","0.04 EUR","-14.62 EUR","","","-14.62 EUR","0.00 EUR","","0.00 EUR","0.00 EUR","","","1000001875"
"Domestiche Non Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","16,883.97 EUR","1,721.84 EUR","105.57 EUR","1,616.27 EUR","262.07 EUR","42.25 EUR","0.00 EUR","452.18 EUR","27.56 EUR","0.00 EUR","832.21 EUR","","","1000001194"
"Domestiche Non Residenti","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","-4,408.02 EUR","0.00 EUR","","0.00 EUR","","","0.00 EUR","","","","","","","1000000998"
"Domestiche Non Residenti","Privato","Cessato","ATTIVA","Crediti v utenti isu","1,422.52 EUR","0.00 EUR","","0.00 EUR","0.00 EUR","","","0.00 EUR","0.00 EUR","","0.00 EUR","","","1000001920"
"Domestiche Non Residenti","Privato","Cessato","CESSATA","Crediti v utenti isu","-649.01 EUR","","","","","","","","","","","","","1000001147"
"Domestiche Non Residenti","Privato","Attivo","ATTIVA","Crediti v utenti isu","-14,909.73 EUR","-15,537.01 EUR","2,881.65 EUR","-18,418.66 EUR","-8,575.68 EUR","-12,590.40 EUR","-873.12 EUR","-1,493.83 EUR","72.13 EUR","3,352.74 EUR","1,689.50 EUR","","","1000000949"
"Domestiche Non Residenti","Privato","Attivo","ATTIVA","Dep cauz ISU","237.17 EUR","0.00 EUR","","0.00 EUR","","","","0.00 EUR","","","","","","1000001706"
"Domestiche Non Residenti","Privato","Attivo","CESSATA","Crediti v utenti isu","-1,651.21 EUR","-139.52 EUR","4.75 EUR","-144.27 EUR","0.00 EUR","-5.24 EUR","","","-114.83 EUR","-11.31 EUR","-12.89 EUR","","","1000001524"
"Domestiche Non Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","7,370.14 EUR","4,297.53 EUR","805.90 EUR","3,491.63 EUR","48.85 EUR","0.00 EUR","24.04 EUR","0.00 EUR","-1,104.80 EUR","0.00 EUR","4,523.54 EUR","","","1000001690"
"Domestiche Non Residenti","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","-1,891.26 EUR","","","","","","","","","","","","","1000001316"
"Domestiche Non Residenti","Privato","Cessato","ATTIVA","Crediti v utenti isu","400.03 EUR","347.06 EUR","","347.06 EUR","","","","","158.10 EUR","188.96 EUR","0.00 EUR","","","1000001086"
"Domestiche Non Residenti","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","20.26 EUR","20.26 EUR","","20.26 EUR","","","","","","","20.26 EUR","","","1000002179"
"Domestiche Non Residenti","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","91.41 EUR","0.00 EUR","","0.00 EUR","","0.00 EUR","","","0.00 EUR","0.00 EUR","","","","1000002423"
"Domestiche Non Residenti","Organizzazione","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","-7.91 EUR","","","","","","","","","","","","","1000002443"
"Domestiche Non Residenti","Organizzazione","Cessato","CESSATA","Crv/Comuni p/ut isu","-1.88 EUR","277.97 EUR","","277.97 EUR","","","","","","","277.97 EUR","","","1000002329"
"Domestiche Non Residenti","Privato","Attivo","ATTIVA","Crediti v utenti isu","989,354.35 EUR","480,940.84 EUR","185,697.99 EUR","295,242.85 EUR","36,971.10 EUR","15,366.78 EUR","64,797.75 EUR","26,410.91 EUR","9,301.21 EUR","54,476.70 EUR","87,918.40 EUR","","","1000001541"
"Domestiche Non Residenti","Privato","Attivo","ATTIVA","Dep cauz ISU","112,772.75 EUR","24,928.40 EUR","11,387.03 EUR","13,541.37 EUR","4,155.40 EUR","2,028.11 EUR","1,622.19 EUR","1,226.02 EUR","1,122.88 EUR","938.20 EUR","2,448.57 EUR","","","1000001659"
"Domestiche Non Residenti","Privato","Attivo","CESSATA","Crediti v utenti isu","-1,378.84 EUR","-533.54 EUR","24.22 EUR","-557.76 EUR","-42.74 EUR","-41.79 EUR","-287.64 EUR","-23.95 EUR","-36.59 EUR","0.00 EUR","-125.05 EUR","","","1000001225"
"Domestiche Non Residenti","Privato","Attivo","CESSATA","Dep cauz ISU","739.47 EUR","0.00 EUR","","0.00 EUR","","0.00 EUR","","","","","","","","1000001326"
"Domestiche Non Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","50,987.69 EUR","16,865.62 EUR","339.74 EUR","16,525.88 EUR","1,462.04 EUR","660.87 EUR","1,036.75 EUR","563.35 EUR","337.65 EUR","688.12 EUR","11,777.10 EUR","","","1000001636"
"Domestiche Non Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Dep cauz ISU","7,369.23 EUR","146.06 EUR","48.53 EUR","97.53 EUR","32.35 EUR","0.00 EUR","32.59 EUR","0.00 EUR","0.00 EUR","0.00 EUR","32.59 EUR","","","1000001511"
"Domestiche Non Residenti","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","-15,651.95 EUR","-2,771.46 EUR","15,466.90 EUR","-18,238.36 EUR","3,185.34 EUR","-8,225.76 EUR","6.04 EUR","-3,022.83 EUR","-700.56 EUR","10,688.58 EUR","-20,169.17 EUR","","","1000001602"
"Domestiche Non Residenti","Privato","Cessato con Conto Finale emesso","CESSATA","Dep cauz ISU","2,324.05 EUR","0.00 EUR","0.00 EUR","0.00 EUR","","","","","","","0.00 EUR","","","1000000897"
"Domestiche Non Residenti","Privato","Cessato","ATTIVA","Crediti v utenti isu","-9,174.92 EUR","-382.27 EUR","0.00 EUR","-382.27 EUR","0.00 EUR","0.00 EUR","-50.68 EUR","0.00 EUR","-112.03 EUR","139.37 EUR","-358.93 EUR","","","1000001945"
"Domestiche Non Residenti","Privato","Cessato","ATTIVA","Dep cauz ISU","718.91 EUR","113.39 EUR","0.00 EUR","113.39 EUR","0.00 EUR","0.00 EUR","","15.38 EUR","","32.59 EUR","65.42 EUR","","","1000000963"
"Domestiche Non Residenti","Privato","Cessato","CESSATA","Crediti v utenti isu","3,543.38 EUR","6,958.28 EUR","1,442.55 EUR","5,515.73 EUR","-236.62 EUR","80.24 EUR","-1,150.10 EUR","0.00 EUR","369.41 EUR","-96.37 EUR","6,549.17 EUR","","","1000001775"
"Domestiche Non Residenti","Privato","Cessato","CESSATA","Dep cauz ISU","246.93 EUR","44.00 EUR","","44.00 EUR","","15.38 EUR","","","","","28.62 EUR","","","1000000959"
"Condominiali Domestiche","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","4,438.34 EUR","0.00 EUR","","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","","","1000002335"
"Condominiali Domestiche","Privato","Attivo","ATTIVA","Crediti v utenti isu","204,346,399.13 EUR","19,484,155.82 EUR","9,451,837.83 EUR","10,032,317.99 EUR","4,392,196.13 EUR","2,176,414.62 EUR","1,141,898.46 EUR","524,333.29 EUR","495,636.13 EUR","392,692.93 EUR","909,146.43 EUR","","","1000001894"
"Condominiali Domestiche","Privato","Attivo","ATTIVA","Cred.v/cor.te caltag","23,976.36 EUR","3,967.62 EUR","3,967.62 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","","","1000001863"
"Condominiali Domestiche","Privato","Attivo","ATTIVA","Dep cauz ISU","2.85 EUR","","","","","","","","","","","","","1000001914"
"Condominiali Domestiche","Privato","Attivo","CESSATA","Crediti v utenti isu","4,117.27 EUR","3,219.92 EUR","1,883.64 EUR","1,336.28 EUR","1,756.48 EUR","8.91 EUR","-429.11 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","","","1000001549"
"Condominiali Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","698,012.63 EUR","45,369.76 EUR","6,702.12 EUR","38,667.64 EUR","1,747.71 EUR","3,976.75 EUR","2,575.82 EUR","3,145.67 EUR","3,072.27 EUR","9,173.83 EUR","14,975.59 EUR","","","1000001781"
"Condominiali Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Cred.v/cor.te caltag","257.44 EUR","","","","","","","","","","","","","1000000919"
"Condominiali Domestiche","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","-18,640.75 EUR","0.00 EUR","","0.00 EUR","","","","","0.00 EUR","","","","","1000001366"
"Condominiali Domestiche","Privato","Cessato","ATTIVA","Crediti v utenti isu","89,460.61 EUR","27,154.25 EUR","1,351.31 EUR","25,802.94 EUR","2,018.94 EUR","2,466.92 EUR","2,477.32 EUR","0.00 EUR","4,437.99 EUR","5,333.37 EUR","9,068.40 EUR","","","1000001069"
"Condominiali Domestiche","Privato","Cessato","CESSATA","Crediti v utenti isu","1,088.59 EUR","1,375.32 EUR","","1,375.32 EUR","","","0.00 EUR","","","","1,375.32 EUR","","","1000001105"
"Condominiali Domestiche","Privato","Attivo","ATTIVA","Crediti v utenti isu","438,314.68 EUR","520,090.33 EUR","334,592.51 EUR","185,497.82 EUR","126,981.63 EUR","-176,005.68 EUR","-35,275.96 EUR","-46,439.92 EUR","-27,242.71 EUR","115,892.40 EUR","227,588.06 EUR","","","1000001302"
"Condominiali Domestiche","Privato","Attivo","ATTIVA","Cred.v/cor.te caltag","159.88 EUR","0.00 EUR","","0.00 EUR","","0.00 EUR","","","","0.00 EUR","","","","1000001705"
"Condominiali Domestiche","Privato","Attivo","ATTIVA","Dep cauz ISU","281.84 EUR","","","","","","","","","","","","","1000001967"
"Condominiali Domestiche","Privato","Attivo","CESSATA","Crediti v utenti isu","-29,027.13 EUR","-5,197.32 EUR","6.66 EUR","-5,203.98 EUR","-2,780.68 EUR","-1,738.88 EUR","-65.04 EUR","-285.27 EUR","-44.99 EUR","-25.11 EUR","-264.01 EUR","","","1000001899"
"Condominiali Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","35,645.50 EUR","25,478.84 EUR","989.50 EUR","24,489.34 EUR","474.92 EUR","1,884.40 EUR","993.70 EUR","108.23 EUR","879.70 EUR","7,276.88 EUR","12,871.51 EUR","","","1000001849"
"Condominiali Domestiche","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","-18,726.45 EUR","-894.37 EUR","","-894.37 EUR","","-45.65 EUR","","","","","-848.72 EUR","","","1000001868"
"Condominiali Domestiche","Privato","Cessato","ATTIVA","Crediti v utenti isu","5,533.50 EUR","7,780.28 EUR","","7,780.28 EUR","485.37 EUR","","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","7,294.91 EUR","","","1000001323"
"Condominiali Domestiche","Privato","Cessato","CESSATA","Crediti v utenti isu","-926.86 EUR","","","","","","","","","","","","","1000001536"
"Condominiali Domestiche","Cliente a trattamento Speciale","Attivo","ATTIVA","Cr v/C.nti ut roma c","138,618.49 EUR","12,326.90 EUR","4,468.64 EUR","7,858.26 EUR","6,693.72 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","1,367.61 EUR","-203.07 EUR","","","1000003152"
"Condominiali Domestiche","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","CESSATA","Cr v/C.nti ut roma c","-20,907.17 EUR","-23,511.30 EUR","70.58 EUR","-23,581.88 EUR","-30,692.55 EUR","","1,777.08 EUR","2,810.40 EUR","3,911.16 EUR","","-1,387.97 EUR","","","1000002326"
"Condominiali Domestiche","Cliente a trattamento Speciale","Cessato","CESSATA","Cr v/C.nti ut roma c","-54.52 EUR","-54.52 EUR","","-54.52 EUR","","","","","","-54.52 EUR","","","","1000002273"
"Condominiali Domestiche","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","19,590,731.08 EUR","12,939,553.93 EUR","3,906,092.77 EUR","9,033,461.16 EUR","6,930,122.17 EUR","282,384.69 EUR","220,313.53 EUR","177,859.10 EUR","91,382.89 EUR","257,643.44 EUR","1,073,755.34 EUR","","","1000002686"
"Condominiali Domestiche","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","47,279.03 EUR","34,920.19 EUR","3,983.43 EUR","30,936.76 EUR","5,590.06 EUR","3,980.99 EUR","3,910.07 EUR","3,302.82 EUR","2,683.18 EUR","4,992.65 EUR","6,476.99 EUR","","","1000002304"
