"SR - Tipo BP","ID Service Request","SR - Stato Sistema","SR - Stato utente","SR - Categorizzazione I","SR - Categorizzazione II","SR - Categorizzazione III","SR - Tipo processo","
N. SR","codice_BP"
"Privato","8000349056","Aperto","Nuovo","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001647"
"Privato","8000349057","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001567"
"Privato","8000349058","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001559"
"Privato","8000349060","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001798"
"Privato","8000349063","Concluso","Chiuso","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001570"
"Privato","8000349064","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Accertamento e rilievo imp.","Reclamo","1","1000000913"
"Privato","8000349065","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001671"
"Privato","8000349066","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Accertamento e rilievo imp.","Reclamo","1","1000001882"
"Privato","8000349068","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001730"
"Privato","8000349069","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001200"
"Privato","8000349070","Concluso","Annullato","Richiesta di Rettifica di Fatturazione","Consumo presunto errato","ZCAT_RECL/Senza attribuz.","Reclamo","1","1000002039"
"Privato","8000349071","Concluso","Chiuso","Richiesta Post Sales","Rifatturazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002030"
"Privato","8000349072","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001907"
"Privato","8000349075","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001123"
"Privato","8000349077","Concluso","Chiuso","Gestione utenza","Verifica da Cliente","Verifica per Matricola Errata","Verifica da Cliente","1","1000001912"
"Privato","8000349078","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000001158"
"Privato","8000349082","Aperto","Nuovo","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001038"
"Privato","8000349083","Aperto","Necessaria operatività","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001843"
"Privato","8000349084","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001263"
"Privato","8000349085","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001629"
"Privato","8000349089","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000000890"
"Privato","8000349092","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001037"
"Privato","8000349093","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001337"
"Privato","8000349094","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001377"
"Privato","8000349097","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001240"
"Privato","8000349098","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001465"
"Privato","8000349102","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001623"
"Privato","8000349109","Aperto","In attesa intervento","Gestione utenza","Verifica da Cliente","Verifica metrologica","Verifica da Cliente","1","1000001413"
"Privato","8000349110","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001094"
"Privato","8000349111","Aperto","Nuovo","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001396"
"Privato","8000349112","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000907"
"Privato","8000349113","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000001348"
"Privato","8000349114","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001778"
"Privato","8000349115","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Pagamenti","Reclamo","1","1000001342"
"Privato","8000349116","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001513"
"Privato","8000349118","Aperto","Nuovo","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001113"
"Privato","8000349120","Aperto","In lavorazione","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001616"
"Privato","8000349121","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001605"
"Privato","8000349123","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001625"
"Privato","8000349124","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001420"
"Privato","8000349126","Aperto","In lavorazione","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001362"
"Privato","8000349128","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001637"
"Privato","8000349131","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001296"
"Privato","8000349133","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001210"
"Privato","8000349134","Concluso","Chiuso","Processo Commerciale","Variazione d'impegno","ZCAT01/Senza attribuz.","Variazione d'impegno","1","1000001035"
"Privato","8000349137","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001891"
"Privato","8000349138","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore ghiacciato","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001393"
"Privato","8000349140","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001602"
"Privato","8000349142","Concluso","Chiuso","Richiesta Post Sales","Rifatturazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001649"
"Privato","8000349144","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore dopo rimozione morosità","Subentro","1","1000001943"
"Privato","8000349149","Concluso","Chiuso","Processi commerciali","Richiesta preventivo fognatura","All. fognario eseguito da cliente","Preventivaz.fognaria","1","1000001601"
"Privato","8000349151","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001018"
"Privato","8000349152","Aperto","In attesa esecuzione lavori","Processi commerciali","Richiesta preventivo acquedotto","Variazione d’impegno","Preventivaz. idrica","1","1000001294"
"Privato","8000349155","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001418"
"Privato","8000349157","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001215"
"Privato","8000349158","Aperto","In lavorazione","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001627"
"Privato","8000349160","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Pagamenti","Reclamo","1","1000001559"
"Privato","8000349161","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Posa Cantiere","Nuova Attivazione","1","1000000964"
"Privato","8000349164","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001468"
"Privato","8000349166","Aperto","Nuovo","Richiesta Post Sales","Perdita occulta all'impianto interno","ZCAT01/Senza attribuz.","Depenalizzazione","1","1000001876"
"Privato","8000349172","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001558"
"Privato","8000349175","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Mancato rimborso","Reclamo","1","1000001040"
"Privato","8000349178","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000936"
"Privato","8000349180","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001238"
"Privato","8000349182","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001228"
"Privato","8000349184","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001101"
"Privato","8000349185","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001752"
"Privato","8000349186","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore dopo rimozione morosità","Subentro","1","1000001786"
"Privato","8000349190","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001546"
"Privato","8000349191","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001331"
"Privato","8000349192","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000002018"
"Privato","8000349193","Aperto","In attesa esecuzione lavori","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001206"
"Privato","8000349199","Concluso","Chiuso","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001418"
"Privato","8000349200","Aperto","In attesa consuntivazione Ods","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000000943"
"Privato","8000349201","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001597"
"Privato","8000349204","Aperto","Necessaria operatività","Processo Commerciale","Scissione d'utenza","ZCAT01/Senza attribuz.","Scissione d'utenza","1","1000001170"
"Privato","8000349208","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001461"
"Privato","8000349209","Aperto","Nuovo","Richiesta Post Sales","Perdita occulta all'impianto interno","ZCAT01/Senza attribuz.","Depenalizzazione","1","1000001510"
"Privato","8000349210","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001924"
"Privato","8000349212","Concluso","Chiuso","Richieste scritte","Richieste info commerciali","ZCAT_RECL/Senza attribuz.","Reclamo","1","1000001049"
"Privato","8000349213","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001085"
"Privato","8000349218","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001708"
"Privato","8000349221","Concluso","Chiuso","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001411"
"Privato","8000349222","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001677"
"Privato","8000349223","Concluso","Annullato","Processi commerciali","Subentro","Riapertura Misuratore dopo Disdetta Utente","Subentro","1","1000001211"
"Privato","8000349224","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000000932"
"Privato","8000349229","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000949"
"Privato","8000349232","Aperto","Necessaria operatività","Processo Commerciale","Scissione d'utenza","ZCAT01/Senza attribuz.","Scissione d'utenza","1","1000000910"
"Privato","8000349236","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo fognatura","All. fognario eseguito da cliente","Preventivaz.fognaria","1","1000001455"
"Privato","8000349239","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002012"
"Privato","8000349240","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Depenalizzazione","Reclamo","1","1000000937"
"Privato","8000349242","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001919"
"Privato","8000349245","Aperto","In lavorazione","Processo Commerciale","Scissione d'utenza","ZCAT01/Senza attribuz.","Scissione d'utenza","1","1000001402"
"Privato","8000349247","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001086"
"Privato","8000349250","Aperto","Chiusura pratica","Richiesta di Rettifica di Fatturazione","Tariffe/Canoni/Cauzioni","ZCAT_RECL/Senza attribuz.","Reclamo","1","1000001489"
"Privato","8000349252","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001842"
"Privato","8000349254","Concluso","Chiuso","Reclami tecnici","Reclami su prestazioni","Lavori non eseguiti a regola d'arte","Reclamo","1","1000001633"
"Privato","8000349257","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001415"
"Privato","8000349259","Aperto","In attesa consuntivazione Ods","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001951"
"Privato","8000349261","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Tariffe/Canoni/Cauzioni","Reclamo","1","1000000915"
"Privato","8000349262","Concluso","Chiuso","Reclami tecnici","Reclami su prestazioni","Lavori non eseguiti a regola d'arte","Reclamo","1","1000001477"
"Privato","8000349263","Aperto","Nuovo","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001779"
"Privato","8000349274","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000000977"
